seed,anchor,rec,label
1341970,"Let \\(K=k(C)\\) be the function field of an algebraic curve \\(C\\) over an algebraically closed ground field \\(k\\). Let \\(\\Gamma/K\\) be a smooth projective curve of genus \\(g>0\\) with a \\(K\\)-rational point \\(O\\in\\Gamma(K)\\). There is a smooth projective algebraic surface \\(S\\) with genus \\(g\\) fibration \\(f:S\\to C\\) which has \\(\\Gamma\\) as its generic fibre and which is relatively minimal. Let \\(J/K\\) denote the Jacobian variety of \\(\\Gamma/K\\). Further let \\((\\tau,B)\\) be the \\(K/k\\)-trace of \\(J\\). The main purpose of the present paper is to give the Mordell-Weil group \\(J(K)/\\tau B(k)\\) (modulo torsion) the structure of Euclidean lattice via intersection theory on the algebraic surface \\(S\\).\n\nFor the entire collection see [Zbl 0913.00032].","The authors call a continuous map ``nowhere constant'' if each of its fibers is nowhere dense and ``pseudo-open'', if the pre-image of every nowhere dense set is nowhere dense. All spaces in the paper are assumed to be without isolated points, which entails that every pseudo-open map is also nowhere constant.

The authors study the following admittedly imprecise question: ``How ``small'' nowhere constant (pseudo-open) images can ``large'' spaces have?'', proving results of which the following represent the countable case:

1) Let \(X\) be a Tychonoff space with the countable chain condition. Then \(X\) has a nowhere constant Tychonoff image of weight \(\leq \omega_1\). Moreover, if the Suslin Hypothesis holds, \(X\) has a nowhere constant Tychonoff image of countable weight.

2) Let \(X\) be a Tychonoff space with the countable chain condition. Then \(X\) has a pseudo-open Tychonoff image of weight \(\leq 2^{\aleph_0}\).

Finally, the authors show that 1) is sharp by proving that every nowhere constant image of a Suslin Line has uncountable weight and they prove that 2) is consistently sharp, by exhibiting, under Martin's Axiom, an example of a Tychonoff space \(X\) with the countable chain condition such that every Hausdorff pseudo-open image of \(X\) has weight \(\geq 2^{\aleph_0}\). The existence of such a space in ZFC is left as an open question.",0
1629356,"Summary: We classify completely the surfaces of general type whose canonical map is 3-to-1 onto a surface of minimal degree in projective space. These surfaces fall into 5 distinct classes and we give explicit examples belonging to each of these classes. As far as we know, one of the examples thus constructed was unknown and it is a surface whose canonical system has two infinitely near base points.","This paper classifies surfaces of general type \\(S\\) with canonical map 4-1, under the restrictive and strong assumptions:\n\n\\(\\bullet\\) the canonical system is base-point free;\n\n\\(\\bullet\\) the canonical image \\(\\Sigma\\) is either \\({\\mathbb P}^2\\) (if \\(p_g=3\\)) or it is a smooth surface of minimal degree in \\({\\mathbb P}^{p_g-1}\\);\n\n\\(\\bullet\\) the 4-1 cover \\(\\varphi:S\\to \\Sigma\\) is Galois.\n\nThat the above assumptions are extremely restrictive is clear when compared omparing with the results of classification of surfaces of general type whose canonical map is \\(2-1\\) or \\(3-1\\) onto a surface of minimal degree [e.g. \\textit{E. Horikawa}, Invent. Math. 37, 121--155 (1976; Zbl 0339.14025); \\textit{R. Pardini} and the reviewer, Int. J. Math. 11, No. 4, 553--578 (2000; Zbl 1077.14542)]. Also from these assumptions the classification theorem follows almost as an exercise from the results on abelian covers by \\textit{R. Pardini} [J. Reine Angew. Math. 417, 191--213 (1991; Zbl 0721.14009)] and also from the very explicit formulas in \\textit{F. Catanese} [Contemp. Math. 241, 97--120 (1999; Zbl 0964.14012)]. However these results are not used (or even cited) in this paper. A great part of this not well organized and lengthy paper is devoted to technical results, unnecessary if the results in [Zbl 0721.14009] and [Zbl 0964.14012] had been used.\n\nReviewer's remark: The long introduction of the paper is very misleading. For instance it omits that the only case considered is the case of base point free canonical system. Also it states that ``One of the interesting implications of the main result is the existence of families of quadruple canonical covers with unbounded geometric genus and the existence of families with unbounded irregularity.'' In fact it turns out that these examples with \\(q> 0\\) are all well-known examples like the obvious example of a product of a genus 2 curve (not 3 as stated erroneously in remark 5.3) by an hyperelliptic genus \\(m+1\\) curve.\n\nIn the reviewer's opinion, the main interest of this paper is establishing that, under the restrictive assumptions considered, the only possible cases are the obvious and already known examples.",1
1341964,"zbMATH_ID
1341964    The article consists of two parts. In the firs...
1341964    The article consists of two parts. In the firs...
Name: text, dtype: object","Let \(\varphi:\mathbb{R}\to\mathbb{R}\), \(\psi,b:\mathbb{R}\times\mathbb{R}\to\mathbb{R}\) and all derivatives up to second-order be globally Lipschitz continuous, \(b(.,y)\) decreasing for all \(y\in\mathbb{R}\); \(\Omega\) a bounded domain of \(\mathbb{R}^n\) with a sufficiently smooth boundary such that \(W^{1,p}(\Omega)\) is continuously embedded in \(C(\overline\Omega)\) and \(w(u)\in W^{1,p}(\Omega)\) for some \(p>n\), where \(u\in U\equiv\{u\in L^\infty(\partial\Omega): m\leq u\leq M\}\) and \(m,M\in\mathbb{R}\),
\[
\int_\Omega \Biggl(\sum^n_{i=1} \partial_iw(u)\partial_iv+ w(u)v\Biggr)dx= \int_{\partial\Omega} b(w(u),u)vd\sigma\quad\text{for all }v\in W^{1,2}(\Omega),
\]

\[
|w(u_1)- w(u_2)|_{W^{1,p}(\Omega)}\leq c_p|u_1- u_2|_{L^p(\partial\Omega)}\quad\text{for }c_p>0;
\]

\[
L:(C(\overline\Omega)\cap W^{1,2}(\Omega))\times U\times(C(\overline\Omega)\cap W^{1,2}(\Omega))\to \mathbb{R},
\]

\[
L(w,u,v)= \int_\Omega\varphi\circ wdx+ \int_{\partial\Omega} \psi(w,u)d\sigma-\int_\Omega \Biggl(\sum^n_{i=1} \partial_iw\partial_iv+ wv\Biggr)dx+ \int_{\partial\Omega}b(w,u)vd\sigma.
\]
 Theorem. Let \(u_0\in U\), \(v_0\in C(\overline\Omega)\cap W^{1,2}(\Omega)\) such that
\[
\int_{\partial\Omega} (\partial_2\psi(w(u_0),u_0)+ \partial_2b(w(u_0),u_0)v_0)(u- u_0)d\sigma\geq 0\quad\text{for all }u\in U,
\]

\[
\begin{multlined}\int_\Omega \Biggl(\sum^n_{i=1}\partial_i v_0\partial_iv+ v_0v- \varphi'\circ w(u_0)v\Biggr)dx=\\ \int_{\partial\Omega}(\partial_1b(w(u_0),u_0)v_0+ \partial_1\psi(w(u_0),u_0))vd\sigma\text{ for all }v\in W^{1,2}(\Omega);\end{multlined}
\]
 let \(\varepsilon>0\) and
\[
\Gamma_\varepsilon= \{x\in\partial\Omega:|\partial_2 \psi(w(u_0)(x), u_0(x))+ \partial_2b(w(u_0)(x), u_0(x))v_0(x)|\geq \varepsilon\};
\]
 suppose that there exists \(\alpha>0\) such that
\[
L(.,.,v_0)''(w(u_0),u_0)((h,u- u_0),(h,u- u_0))\geq\alpha|(h,u- u_0)|^2_{W^{1,2}(\Omega)\times L^2(\partial\Omega)}\text{ for }u\in U
\]
 such that \(u(x)= u_0(x)\) for a.e. \(x\in\Gamma_\varepsilon\) and where \(h\) is such that
\[
\begin{multlined} \int_\Omega \Biggl(\sum^n_{i=1} \partial_ih\partial_iv+ hv\Biggr)dx=\\ \int_{\partial\Omega}(\partial_1b(w(u_0),u_0)h+ \partial_2b(w(u_0),u_0)(u- u_0))vd\sigma\text{ for all }v\in W^{1,2}(\Omega).\end{multlined}
\]
 Then there exist \(\beta>0\) and \(\rho>0\) such that
\[
L(w(u),u,v_0)\geq L(w(u_0),u_0,v_0)+ \beta|(w(u),u)- (w(u_0),u_0)|^2_{W^{1,2}(\Omega)\times L^2(\partial\Omega)}\text{ for all }u\in U
\]
 such that
\[
|(w(u),u)- (w(u_0),u_0)|^2_{W^{1,p}(\Omega)\times L^q(\partial\Omega)}\leq\rho\text{ for }q=\infty;
\]
 for \(q=p\) if furthermore \(b(w,u)= b_1(w)+ b_2(w)u\) and \(\psi(w,u)= \psi_1(w)+ \psi_2(w)u+\gamma u^2\), where \(\gamma\geq 0\) and \(\psi_1,\psi_2,b_1,b_2:\mathbb{R}\to \mathbb{R}\) and all derivatives up to second-order are globally Lipschitz continuous.",0
1619869,"Summary: Let \\(G\\) be a finite cyclic subgroup of \\(GL(2, \\mathbb{C})\\) of order \\(n\\) which contains no reflections. Let \\(\\mathbb{A}^2\\) be the complex affine plane. We consider a certain subscheme \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) of \\(\\text{Hilb}^n(\\mathbb{A}^2)\\) consisting of \\(G\\)-invariant zero-dimensional subschemes of length \\(n\\). We describe the structure of \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) and prove this is the minimal resolution of the quotient surface singularity \\(\\mathbb{A}^2/G\\).",Ein von der Theorie der \(\theta\)-Funktionen unabhängiger Beweis des Satzes: Jede meromorphe Funktion von \(n\) Veränderlichen mit \(2n\) Perioden ist durch die Abelschen Funktionen ausdrückbar.,0
1303018,"In this summer school lecture, meant for non-experts, the author gives an as much as possible down to earth presentation of recent results related to heights. Given an algebraic number \\(\\alpha\\), let \\(h(\\alpha)\\) denote its absolute multiplicative Weil height, that is, if \\(\\alpha\\) has minimal polynomial \\(f(X)=a(X-\\alpha_1)\\cdots (X-\\alpha_d)\\in{\\mathbb{Z}}[X]\\) with coefficients having gcd \\(1\\), then \\(h(\\alpha)={1\\over d}\\log (| a| \\prod_{i=1}^d\\max (1,| \\alpha_i|))\\). \n\n\nThe author starts from scratch with basic facts about absolute values and heights, then proves a basic version of Siegel's lemma, discusses Lehmer's conjecture that for \\(\\alpha\\) not equal to a root of unity one has \\(h(\\alpha)>c_1/d\\) for some absolute constant \\(c_1>0\\) and proves Dobrowolski's result that \\(h(\\alpha)>(c_2/d)(\\log\\log d/\\log d)^3\\) for some constant \\(c_2>0\\). More generally, for a point \\({\\mathbf a}=(\\alpha_1,\\ldots ,\\alpha_n)\\) in \\({\\mathbb{G}}_m^n(\\overline{\\mathbb{Q}})=(\\overline{\\mathbb{Q}}^*)^n\\) one defines \\(h_s({\\mathbf a})=\\sum_{i=1}^n h(\\alpha_i)\\).\n\n\nThe author discusses S. Zhang's result that an algebraic point lying on a curve in \\({\\mathbb{G}}_m^n\\) have \\(h_s\\)-height bounded below by a positive constant (whatever its field of definition) and goes into improvements and extensions, by Beukers and Zagier and by himself. In particular, the author gives in the most general situation, for any arbitrary subvariety of \\({\\mathbb{G}}_m^n\\) defined over \\(\\overline{\\mathbb{Q}}\\) an explicit lower bound in terms of that variety for the height of an algebraic point lying on that variety.\n\nFor the entire collection see [Zbl 0905.00051].","Let \\(K\\) be a fixed number field of degree \\(d\\) over \\(\\mathbb Q\\), and let \\(H\\) be the absolute height. In this paper the authors establish an asymptotic formula for the number of algebraic numbers \\(\\beta\\) of degree \\(m\\) over \\(K\\) satisfying \\(H(\\beta) \\leq {\\mathcal H}\\) as \\({\\mathcal H} \\to \\infty\\) (in terms of \\(K\\), \\(d\\), \\(m\\) and \\({\\mathcal H}\\)). The main term of this formula is \\(c(K,m) {\\mathcal H}^{dm(m+1)}\\) and the error term is \\(O({\\mathcal H}^{dm(m+1)-m} {\\mathcal L})\\), where \\({\\mathcal L}=1\\) unless \\((d,m)=(1,1)\\) or \\((1,2)\\) in which case \\({\\mathcal L}=\\log {\\mathcal H}\\). The constant \\(c(K,m)\\) is quite complicated: it depends on the discriminant and the regulator of \\(K\\), the class number of \\(K\\), the number of distinct roots of unity in \\(K\\), the Dedekind zeta-function of \\(K\\) at \\(m+1\\), etc. If \\(K=\\mathbb{Q}(i)\\) and \\(m=2\\) then the main term is \\(12 {\\mathcal H}^{12}/\\zeta(3)\\) and the error term is \\(O({\\mathcal H}^{10})\\). The particular case \\(K=\\mathbb Q\\) have been investigated in the previous paper of the authors.\n\nFor Part I, see Diophantine approximation. Festschrift for Wolfgang Schmidt. Based on lectures given at a conference at the Erwin SchrÃ¶dinger Institute, Vienna, Austria, 2003. Wien: Springer. Dev. Math. 16, 237--243 (2008; Zbl 1211.11115).",1
1013949,"Let \\(K\\) be an algebraically closed field of characteristic zero, \\(F\\) be a vector space of dimension \\(n\\) and \\(S_\\lambda F\\) be the Schur module associated to the partition \\(\\lambda = (\\lambda_1 ,\\dots, \\lambda_m )\\), where \\(1 \\leq m \\leq n\\). Let \\(m \\leq r \\leq n\\). The variety \\(X_r\\) of tensors of rank \\(\\leq r\\) is defined to be the set of all tensors \\(v\\) in \\(S_\\lambda F\\) such that there exists a subspace \\(F'\\) of \\(F\\) with \\(\\text{dim } F' = r\\) and \\(v \\in S_\\lambda F' \\subset S_\\lambda F\\). When \\(\\lambda = (2)\\) or \\(\\lambda = (1,1)\\) these rank varieties are well-understood. In particular, the minimal free resolution of \\({\\mathcal O}_{X_r}\\) was described by \\textit{T. JÃ³zefiak}, \\textit{P. Pragacz} and \\textit{J. Weyman} [AstÃ©risque 87-88, 109-189 (1981; Zbl 0488.14012)]. The current paper uses the approach of this paper to generalize some of their results to rank varieties \\(X_r \\subset S_\\lambda F\\) for an arbitrary partition \\(\\lambda\\). The author gives a set of equations defining \\(X_r\\) set-theoretically and obtains a minimal free resolution of \\({\\mathcal O}_{X_r}\\). This yields the dimension of \\(X_r\\) and gives that they are normal and Cohen-Macaulay and have rational singularities. The author gives more precise results in the special case of rank varieties in \\(S_d F\\) for \\(d >2\\). Finally, the case of rank varieties of skewsymmetric tensors is studied.",The paper addresses to nonlocal boundary value problems for operator differential equations in Banach spaces. Applications to elliptic PDEs are considered as well.,0
1303018,"In this summer school lecture, meant for non-experts, the author gives an as much as possible down to earth presentation of recent results related to heights. Given an algebraic number \\(\\alpha\\), let \\(h(\\alpha)\\) denote its absolute multiplicative Weil height, that is, if \\(\\alpha\\) has minimal polynomial \\(f(X)=a(X-\\alpha_1)\\cdots (X-\\alpha_d)\\in{\\mathbb{Z}}[X]\\) with coefficients having gcd \\(1\\), then \\(h(\\alpha)={1\\over d}\\log (| a| \\prod_{i=1}^d\\max (1,| \\alpha_i|))\\). \n\n\nThe author starts from scratch with basic facts about absolute values and heights, then proves a basic version of Siegel's lemma, discusses Lehmer's conjecture that for \\(\\alpha\\) not equal to a root of unity one has \\(h(\\alpha)>c_1/d\\) for some absolute constant \\(c_1>0\\) and proves Dobrowolski's result that \\(h(\\alpha)>(c_2/d)(\\log\\log d/\\log d)^3\\) for some constant \\(c_2>0\\). More generally, for a point \\({\\mathbf a}=(\\alpha_1,\\ldots ,\\alpha_n)\\) in \\({\\mathbb{G}}_m^n(\\overline{\\mathbb{Q}})=(\\overline{\\mathbb{Q}}^*)^n\\) one defines \\(h_s({\\mathbf a})=\\sum_{i=1}^n h(\\alpha_i)\\).\n\n\nThe author discusses S. Zhang's result that an algebraic point lying on a curve in \\({\\mathbb{G}}_m^n\\) have \\(h_s\\)-height bounded below by a positive constant (whatever its field of definition) and goes into improvements and extensions, by Beukers and Zagier and by himself. In particular, the author gives in the most general situation, for any arbitrary subvariety of \\({\\mathbb{G}}_m^n\\) defined over \\(\\overline{\\mathbb{Q}}\\) an explicit lower bound in terms of that variety for the height of an algebraic point lying on that variety.\n\nFor the entire collection see [Zbl 0905.00051].","The author considers the following periodic quasilinear hyperbolic equation:
\[
\begin{aligned} u_t-u_{txx}+3uu_x &= \gamma(2u_xu_{xx}+uu_{xx})\quad t>0,\;x\in{\mathbb R},\\ u(0,x) &= u_0(x)\quad x\in{\mathbb R},\tag{1}\\ u(t,x+1) &= u(t,x),\quad t\geq 0,\;x\in{\mathbb R}, \end{aligned}
\]
 where \(\gamma\in{\mathbb R}\) is a constant. System (1) describes a model for nonlinear waves in cylindrical hyperelastic rods with \(u(t,x)\) representing the radial stretch relative to a pre-stressed state. It is worth noting that the nonlinear dispersive wave equation in compressible elastic rods on the circle has not been discussed yet.

The first aim of this paper is to proof the local well-posedness of strong solutions for the equation (1), for a large class of initial data. The proof of this fact is based on Kato's theory (using standard Kato's approach). What is new in this paper is that it is devoted to proving that (1) has solutions which blow up, under the assumption that the initial data satisfying certain condition (this is the second and main aim of this paper).

In the proof of this theorem the author uses the method of Sobolev space, energy estimate, the Cauchy, Schwartz inequality and Hölder's inequality.",0
1579443,"The authors identify iterated function systems \\(\\Phi\\) on a metric space \\(X\\) and regular Borel measures \\(\\mu\\) such that the matrix subdivision process relative to a finite family \\(\\mathcal A\\) converges. They give a characterization of the convergence of the subdivision process to a function in \\(L_p(\\Omega,\\mu)\\) in terms of the spectral properties of \\(\\mathcal A\\). First, they give a description of subdivision schemes and the definition of convergence with observations on convergent subdivision schemes. Then, they define and discuss the concept of \\(\\mu\\)-uniformity of a family of contractions for any \\(\\mu\\)-measurable set. Finally, they prove that the subdivision scheme converges exponentially fast and its limit function enjoys HÃ¶lder regularity.","Summary: This paper continues Part I of the work [in Appl. Comput. Harmon. Anal. 1, No. 4, 391-401 (1994; Zbl 0815.42019)] on constructing orthogonal bases on the interval \\([0,1]\\) by using the matrix refinement equation and the two basic operations of translation and scale. We call the elements of these bases wavelets. Here we amplify on the applicability of our method and construct smooth wavelets with and without boundary conditions. That is, we describe a procedure to recursively generate orthonormal bases with any prescribed number of continuous derivatives. As a caveat to the reader we reiterate our remark above that this paper is a continuation of our work (loc. cit.) and therefore some familiarity with Part I is assumed.\n\nFor the entire collection see [Zbl 0811.00016].",1
1341970,"Let \\(K=k(C)\\) be the function field of an algebraic curve \\(C\\) over an algebraically closed ground field \\(k\\). Let \\(\\Gamma/K\\) be a smooth projective curve of genus \\(g>0\\) with a \\(K\\)-rational point \\(O\\in\\Gamma(K)\\). There is a smooth projective algebraic surface \\(S\\) with genus \\(g\\) fibration \\(f:S\\to C\\) which has \\(\\Gamma\\) as its generic fibre and which is relatively minimal. Let \\(J/K\\) denote the Jacobian variety of \\(\\Gamma/K\\). Further let \\((\\tau,B)\\) be the \\(K/k\\)-trace of \\(J\\). The main purpose of the present paper is to give the Mordell-Weil group \\(J(K)/\\tau B(k)\\) (modulo torsion) the structure of Euclidean lattice via intersection theory on the algebraic surface \\(S\\).\n\nFor the entire collection see [Zbl 0913.00032].","Summary: We investigate permutations in terms of their cycle structure and descent set. To do this, we generalize the classical bijection of \textit{I. M. Gessel} and \textit{C. Reutenauer} [J. Comb. Theory, Ser. A 64, No. 2, 189--215 (1993; Zbl 0793.05004)] to deal with permutations that have some ascending and some descending blocks. We then provide the first bijective proofs of some known results. We also extend the work done in [Electron. J. Comb. 16, No. 1, Research Paper R32, 19 p. (2009; Zbl 1181.05003)] by \textit{N. Eriksen}, \textit{R. Freij} and \textit{J. Wästlund}, who study derangements that descend in blocks of prescribed lengths. In particular, we solve some problems posed in [loc. cit.] and also obtain a new combinatorial sum for counting derangements with ascending and descending blocks.",0
1308161,"Let \\(R = k[x_0,\\dots,x_n]\\), \\(n \\geq 3\\), and let \\({\\mathfrak m} = (x_0,\\dots,x_n)R\\). A homogeneous ideal \\(I \\subset R\\) of height \\(m\\) is a quasi-complete intersection (q.c.i.) on \\(m+1\\) elements if \\(I\\) is unmixed and there exist \\(m+1\\) homogeneous elements \\(F_0,\\dots,F_m\\) in \\(I\\) such that \\((F_0,\\dots,F_m) R = I \\cap {\\mathfrak q}\\) for some \\({\\mathfrak m}\\)-primary ideal \\(\\mathfrak q\\). This paper is concerned with the problem of describing minimal generating sets for such an ideal, assuming that it is prime and its height is 2. \n\n\nOne of the main results is the following. Assume \\({\\mathfrak p}\\) is a homogeneous prime ideal of height 2 with at least 3 minimal generators, and assume that \\(\\mathfrak p\\) is a q.c.i.\\ on \\(F_0,F_1,F_2\\). If \\(\\mathfrak B\\) is an arbitrary minimal homogeneous generating set of \\(\\mathfrak p\\), then there are elements \\(B_0,B_1,B_2\\) in \\(\\mathfrak B\\) such that \\( {\\mathfrak B}/\\{B_0,B_1,B_2\\} \\cup \\{F_0,F_1,F_2\\} \\) is a minimal generating set of \\(\\mathfrak p\\). Another result, slightly more technical, gives a way of obtaining, from a fixed homogeneous minimal generating set for a q.c.i.\\ prime ideal \\(\\mathfrak p\\), a set of three polynomials on which \\(\\mathfrak p\\) is a q.c.i. \n\n\nThe authors apply these results to monomial curves, by characterizing those monomial curves with 4 minimal generators which are in fact quasi-complete intersections.","The author continues his investigations to extremal projections of convex polytopes, with respect to their measures, in lower-dimensional linear spaces [see e.g. Geom. Dedicata 27, No.3, 251-262 (1988; Zbl 0651.52011)]. The present paper is referred to projections of uniform polytopes in \({\mathbb{R}}^{2n}\) to uniform polytopes in \({\mathbb{R}}^ n\). It is shown that each of those projections has a greater volume than any other projection having the same combinatorial type. Namely, a family of symmetric projections of (2n)-polytopes to \({\mathbb{R}}^ n\), given in a paper of \textit{B. Monson} [Geom. Dedicata 23, 355-363 (1987; Zbl 0622.52007)], gives the starting point. The determination of the invariant n-vectors of the induced action of these symmetry groups on the exterior algebra \(\Lambda_ n{\mathbb{R}}^{2n}\) yields the result mentioned above.


An interesting collection of examples for \(n\in \{2,3,4\}\) is presented, e.g. the corresponding relation between Schläfli's 24-cell and the regular 12-gon and between the cross polytope in \({\mathbb{R}}^ 6\) and the Platonic icosahedron. Finally, a similar correspondence between \({\mathbb{R}}^{2n-1}\) and \({\mathbb{R}}^ n\) is discussed.",0
1363213,"zbMATH_ID
1363213    Let \\(X\\) be a smooth complex projective var...
1363213    Let \\(X\\) be a smooth complex projective var...
Name: text, dtype: object","The paper deals with the stochastic complex Ginzburg-Landau equation driven by a smooth noise in space. The aim of the paper is to study ergodicity for this equation under very general assumptions. The method used in this paper is a combination of two main ideas: a coupling method in a sufficiently general framework and the Foias-Prodi estimates. The author proves exponential convergence of the Markov transition semigroup toward a unique invariant probability measure. Two simple examples are discussed in the paper, which highlight the most important arguments in the method.",0
